path;TITLE;ABSTRACT;ABSTRACTGERMAN;KEYWORDS;AUTHORS;EMAILS;AUTHOR_EMAILS;AFFILIATIONS;AUTHOR_AFFILIATIONS;SOURCE;VOLUME;ISSUE;PAGE_FROM;PAGE_TO;YEAR;DOI;SECTIONS;REFERENCES
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-137078-xstream.xml;1.0;1.0;NA;NA;0.0;0.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.6666666666666665;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138011-xstream.xml;1.0;1.0;NA;NA;0.0;0.5;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;1.0;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138447-xstream.xml;0.0;1.0;NA;NA;0.0;NA;0.0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.9411764705882353;0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138544-xstream.xml;1.0;1.0;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.9655172413793104;0.7142857142857143
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138547-xstream.xml;1.0;1.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.7857142857142857;0.8571428571428571
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139299-xstream.xml;1.0;1.0;NA;NA;0.0;NA;0.0;NA;NA;NA;NA;NA;NA;NA;0;NA;0.6666666666666666;0.9090909090909091
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139761-xstream.xml;1.0;0.0;0;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.0;0.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139769-xstream.xml;1.0;0;0;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.0;0.17391304347826084
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139781-xstream.xml;1.0;0;NA;NA;0.0;NA;0.0;NA;0;NA;NA;NA;NA;NA;NA;NA;1.0;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139785-xstream.xml;1.0;0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.0;0.45161290322580644
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140047-xstream.xml;1.0;1.0;NA;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5833333333333334;0.8000000000000002
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140048-xstream.xml;1.0;1.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5714285714285715;0.7857142857142856
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140229-xstream.xml;1.0;1.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5454545454545454;0.9
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140253-xstream.xml;1.0;1.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.8333333333333333;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140308-xstream.xml;1.0;1.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.631578947368421;0.75
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140533-xstream.xml;1.0;0;0;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.08823529411764706;0.14285714285714288
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140867-xstream.xml;1.0;0.0;NA;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;1.0;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140895-xstream.xml;1.0;0;0;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.44444444444444436;0.1395348837209302
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140983-xstream.xml;1.0;0.0;NA;NA;0.0;0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;1.0;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-141024-xstream.xml;1.0;1.0;NA;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.7999999999999999;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-141065-xstream.xml;1.0;1.0;NA;NA;0.0;1.0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.7368421052631579;0.9285714285714286
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-141121-xstream.xml;1.0;1.0;NA;NA;0.0;0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5454545454545454;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-141140-xstream.xml;1.0;1.0;NA;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.5000000000000001;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-141336-xstream.xml;1.0;1.0;NA;NA;0.0;0.5;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.4;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-141618-xstream.xml;0.0;1.0;NA;NA;0;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;0.8000000000000002;0.8253968253968255
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-141758-xstream.xml;1.0;0.0;0;NA;0;NA;0;0;0;NA;NA;NA;NA;NA;0;NA;0.0;0.6451612903225806
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-168222-xstream.xml;1.0;1.0;NA;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;0.25;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-168482-xstream.xml;1.0;0.0;0;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.0;0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-169511-xstream.xml;1.0;NA;NA;NA;0.0;0.8;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.888888888888889;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-172697-xstream.xml;0.0;1.0;NA;0;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;1.0;0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-174216-xstream.xml;1.0;1.0;NA;0;0.0;0;0.0;0;0;0;0;0;0;0;0;NA;0.8235294117647058;0.9285714285714286
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-175428-xstream.xml;0.0;0.0;0;NA;0.0;NA;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.14814814814814814;0.3125
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-176087-xstream.xml;1.0;1.0;NA;0;0.0;0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.8571428571428571;0.9285714285714286
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-177140-xstream.xml;1.0;0.0;NA;NA;0.0;0.6666666666666666;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.6666666666666665;0.9333333333333333
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-179146-xstream.xml;1.0;0;NA;NA;0.0;0;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.6666666666666666;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-180162-xstream.xml;1.0;1.0;NA;NA;0.0;0.5;0.0;0;0;NA;NA;NA;NA;NA;NA;NA;0.4347826086956522;0.9545454545454546
