path;TITLE;ABSTRACT;ABSTRACTGERMAN;KEYWORDS;AUTHORS;EMAILS;AUTHOR_EMAILS;AFFILIATIONS;AUTHOR_AFFILIATIONS;SOURCE;VOLUME;ISSUE;PAGE_FROM;PAGE_TO;YEAR;DOI;SECTIONS;REFERENCES
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-137078-xstream.xml;1.0;1.0;NA;NA;1.0;1.0;1.0;0;1.0;NA;NA;NA;NA;NA;NA;NA;0.888888888888889;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138011-xstream.xml;1.0;1.0;NA;NA;0.888888888888889;0.0;0.6666666666666665;0;0.8000000000000002;NA;NA;NA;NA;NA;NA;NA;0.888888888888889;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138447-xstream.xml;0;1.0;NA;NA;1.0;NA;1.0;0;1.0;NA;NA;NA;NA;NA;NA;NA;0.8823529411764706;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138544-xstream.xml;1.0;1.0;NA;NA;1.0;0;0.0;0;1.0;NA;NA;NA;NA;NA;NA;NA;0.888888888888889;0.923076923076923
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-138547-xstream.xml;1.0;1.0;NA;NA;1.0;1.0;1.0;0;1.0;NA;NA;NA;NA;NA;NA;NA;0.962962962962963;0.8571428571428571
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139299-xstream.xml;1.0;1.0;NA;NA;1.0;NA;1.0;NA;NA;NA;NA;NA;NA;NA;0;NA;0.8333333333333334;0.7826086956521738
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139761-xstream.xml;1.0;0.0;0;NA;0.4;NA;0.4;0;0.4;NA;NA;NA;NA;NA;NA;NA;0.8437499999999999;0.8831168831168831
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139769-xstream.xml;1.0;0.0;0;NA;0.0;NA;0.0;0;0.0;NA;NA;NA;NA;NA;NA;NA;0.853448275862069;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139781-xstream.xml;1.0;NA;NA;NA;1.0;NA;1.0;0;1.0;NA;NA;NA;NA;NA;NA;NA;0.9333333333333333;1.0
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-139785-xstream.xml;1.0;0.0;0;NA;0.0;NA;0.0;0;0.0;NA;NA;NA;NA;NA;NA;NA;0.8571428571428571;0.8224299065420562
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140047-xstream.xml;1.0;1.0;NA;NA;1.0;NA;1.0;0;1.0;NA;NA;NA;NA;NA;NA;NA;0.8484848484848485;0.9090909090909091
D:\Java\git\MethodDemosGit\MethodDemos\output\result\result-TUW-140048-xstream.xml;1.0;1.0;NA;NA;1.0;0.6666666666666666;0.5;0;1.0;NA;NA;NA;NA;NA;NA;NA;0.65;1.0
